ID,understood consent,voluntary consent,publication consent,data storage consent,mainconsent-1,vision/hearing,cognitive/dyslexia,prop_distraction,headphones,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Viewport Size,same_day,age,gender,nationality,location,abroad,education,L1,dialect,dialect_additions,age of onset,length of study,abroad_stay,length of stay,English qualification,English qual_additions,L3,L3_additions,listeningprofscore,readingprofscore,writingprofscore,speakingprofscore,sum_prof,mean_prof,level,prof_test_score,mean_test,Englishhours_listen,Arabichours_listen,Otherhours_listen,Englishhours_read,Arabichours_read,Otherhours_read,Englishhours_interact,Arabichours_interact,Otherhours_interact,prop_English_hours,prop_English_lit_hours,prop_Arabic_hours,prop_arabic_lit_hours
5116025,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.91,earphones,computer,Desktop or Laptop,Windows,Chrome,1536x722,1,35,f,Jordanian,Australia,yes,bachelors,Arabic,Jordanian,,1,15,yes,> 5 years,none,,none,,4,4,4,4,16,4,advanced,11,0.92,10,3,0,6,2,0,10,3,0,0.76,0.17,0.235294118,0.058823529
5089630,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.51,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1080x707,1,18,f,Saudi,Saudi Arabia,no,secondary,Arabic,Saudi,,7,6,no,none,none,,Turkish,,3,3,2,3,11,2.75,intermediate,11,0.92,6,7,1,5,5,0,5,6,0,0.46,0.14,0.514285714,0.142857143
5082295,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.03,earphones,tablet,Apple iPad,iOS,Chrome,1080x691,1,18,f,Saudi,Saudi Arabia,no,secondary,Arabic,Saudi,Najdi Northern,12,6,no,none,none,,none,,3,4,1,2,10,2.5,intermediate,11,0.92,5,12,2,3,11,0,3,12,0,0.23,0.06,0.729166667,0.229166667
5097676,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.59,earphones,computer,Desktop or Laptop,Mac OS,Safari,1080x742,1,17,f,Saudi,Saudi Arabia,no,bachelors,Arabic,Saudi,,8,9,no,none,none,,none,,3,3,2,2,10,2.5,intermediate,11,0.92,6,18,0,1,8,0,4,12,0,0.22,0.02,0.775510204,0.163265306
5029580,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.05,earphones,computer,Desktop or Laptop,Windows,Edge,1366x657,1,30,f,Saudi,UK,yes,doctorate,Arabic,Saudi,Hijazi,13,17,yes,> 5 years,Postgraduate Degree,PhD,none,,3,5,5,4,17,4.25,advanced,10,0.83,9,12,0,7,11,0,8,9,0,0.43,0.12,0.571428571,0.196428571
5082294,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.18,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1194x727,1,18,f,Saudi,Saudi Arabia,no,bachelors,Arabic,Saudi,,7,12,yes,> 1 year,Secondary school,High School Diploma,none,,5,5,5,5,20,5,nearnative,12,1,6,7,0,4,3,0,2,5,0,0.44,0.15,0.555555556,0.111111111
5018214,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.51,earphones,mobile,Apple iPhone,iOS,Mobile Safari,800x370,1,22,f,Algerian,Algeria ,no,masters,Arabic,Algerian,,13,11,no,none,Undergraduate Degree,BA,French,only a few words,4,4,4,4,16,4,advanced,9,0.75,9,15,7,9,15,7,9,11,2,0.32,0.11,0.488095238,0.178571429
5003021,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Samsung SM-G9860,Android,Chrome,780x304,1,30,f,Algerian,Algeria ,no,doctorate,Arabic,Algerian,,12,17,yes,> 1 year,Postgraduate Degree,PhD,French,,4,5,5,5,19,4.75,advanced,12,1,12,24,7,9,18,0,9,20,3,0.29,0.09,0.607843137,0.176470588
5029581,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,750x307,1,38,f,Saudi,Saudi Arabia,no,doctorate,Arabic,Saudi,,16,10,yes,> 1 year,IELTS,,none,,5,5,4,3,17,4.25,advanced,10,0.83,1,9,0,4,2,0,2,8,0,0.27,0.15,0.730769231,0.076923077
5027737,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1115x745,1,33,f,Saudi,UK,yes,masters,Arabic,Saudi,,12,6,yes,< 6 months,Postgraduate Degree,MA,none,,4,4,4,3,15,3.75,advanced,12,1,8,10,0,5,2,0,5,3,0,0.55,0.15,0.454545455,0.060606061
5010776,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,no_headphones,mobile,Huawei SNE-LX1,Android,Chrome,710x274,1,26,f,Algerian,Algeria ,no,doctorate,Arabic,Algerian,,13,13,no,none,Postgraduate Degree,PhD,French,,3,4,4,3,14,3.5,advanced,12,1,6,10,1,3,1,0,4,9,0,0.38,0.09,0.588235294,0.029411765
5047738,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.33,no_headphones,mobile,Apple iPhone,iOS,Chrome,800x350,1,45,f,Saudi,Saudi Arabia,no,bachelors,Arabic,Saudi,,13,4,no,none,none,,none,,2,4,4,2,12,3,intermediate,7,0.58,2,14,0,2,14,0,1,13,0,0.11,0.04,0.891304348,0.304347826
5038591,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,808x414,1,33,f,Saudi,UK,yes,masters,Arabic,Saudi,Najdi,16,2,yes,> 6 months,IELTS,,none,,5,5,4,4,18,4.5,advanced,9,0.75,8,6,3,7,4,0,7,5,0,0.55,0.17,0.375,0.1
5037277,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.77,no_headphones,mobile,undefined M2006C3LI,Android,Chrome,725x277,1,22,f,Algerian,Algeria ,no,masters,Arabic,Algerian,,11,11,no,none,Postgraduate Degree,MA,none,,4,5,4,3,16,4,advanced,11,0.92,3,12,1,1,1,0,3,12,0,0.21,0.03,0.757575758,0.03030303
5029573,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.01,no_headphones,computer,Desktop or Laptop,Windows,Edge,1440x849,1,30,f,Saudi,UK,yes,masters,Arabic,Saudi,Najdi,11,5,yes,> 1 year,Postgraduate Degree,MA,none,,4,3,1,3,11,2.75,intermediate,9,0.75,8,7,1,8,3,0,7,5,0,0.59,0.2,0.384615385,0.076923077
5010775,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.77,headphones,mobile,Apple iPhone,iOS,Chrome,800x358,1,30,f,Algerian,Algeria ,no,doctorate,Arabic,Algerian,,12,18,yes,> 5 years,Postgraduate Degree,PhD and MA,French,,4,5,5,4,18,4.5,nearnative,11,0.92,7,17,5,12,10,3,8,12,3,0.35,0.16,0.506493506,0.12987013
5016049,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.05,earphones,mobile,Samsung SM-A600G,Android,Chrome,692x280,1,31,m,Algerian,Algeria ,no,doctorate,Arabic,Algerian,,17,14,no,none,Postgraduate Degree,MA,French,,5,5,5,4,19,4.75,advanced,10,0.83,6,6,1,3,3,0,4,4,0,0.48,0.11,0.481481481,0.111111111
5031281,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,808x370,1,26,f,Saudi,UK,yes,bachelors,Arabic,Saudi,,12,4,yes,> 1 year,IELTS,6,none,,3,5,5,3,16,4,advanced,9,0.75,10,9,0,11,5,0,3,10,0,0.5,0.23,0.5,0.104166667
5031282,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.11,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1366x657,1,32,f,Saudi,UK,yes,masters,Arabic,Saudi,Hijazi,16,4,yes,< 6 months,none,,none,,3,3,3,3,12,3,advanced,10,0.83,7,7,0,5,6,0,6,6,0,0.49,0.13,0.513513514,0.162162162
5029568,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.16,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,724x292,1,45,m,Saudi,UK,yes,bachelors,Arabic,Saudi,Najdi Southern,12,6,yes,> 1 year,none,,none,,3,5,3,2,13,3.25,beginner,7,0.58,6,14,0,1,3,0,5,13,0,0.29,0.02,0.714285714,0.071428571
5029577,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,WebKit,667x375,1,30,f,Saudi,Saudi Arabia,no,bachelors,Arabic,Saudi,Najdi Southern,12,12,no,none,none,,none,,3,3,3,3,12,3,intermediate,8,0.67,4,3,4,1,0,0,5,11,0,0.36,0.04,0.5,0
5029572,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.29,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,832x384,1,33,f,Saudi,UK,yes,bachelors,Arabic,Saudi,,14,17,yes,> 1 year,IELTS,,none,,5,3,2,4,14,3.5,intermediate,10,0.83,7,16,1,3,14,0,5,14,0,0.25,0.05,0.733333333,0.233333333
5029579,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,mobile,Samsung SM-G991B,Android,Samsung Browser,836x364,1,33,f,Saudi,UK,yes,masters,Arabic,Saudi,,5,14,yes,> 1 year,Postgraduate Degree,MA,none,,2,4,4,4,14,3.5,advanced,11,0.92,4,8,0,4,6,0,4,6,0,0.38,0.12,0.625,0.1875
5027661,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.61,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x690,1,32,f,Saudi,UK,yes,masters,Arabic,Saudi,,27,2,yes,> 1 year,none,,none,,3,3,2,3,11,2.75,intermediate,6,0.5,6,5,0,4,3,0,5,5,0,0.54,0.14,0.464285714,0.107142857
5027663,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.86,earphones,tablet,Apple iPad,iOS,Chrome,1112x719,1,34,f,Saudi,UK,yes,masters,Arabic,Saudi,Najdi,19,8,yes,> 1 year,Postgraduate Degree,MA,none,,4,4,4,4,16,4,advanced,11,0.92,2,4,0,4,4,0,5,5,0,0.46,0.16,0.541666667,0.166666667
5015265,Yes,Yes,Yes,Yes,Yes,No,Yes,0,no_headphones,mobile,undefined M2004J19C,Android,Chrome,776x310,1,22,f,Algerian,Algeria ,no,masters,Arabic,Algerian,,12,13,no,none,Undergraduate Degree,BA,none,,2,3,3,1,9,2.25,intermediate,10,0.83,3,10,0,3,14,0,7,12,0,0.27,0.06,0.734693878,0.285714286
5003012,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.66,no_headphones,mobile,Samsung SM-A217F,Android,Samsung Browser,828x340,1,27,f,Algerian,UK,yes,masters,Arabic,Algerian,,11,12,yes,> 1 year,Postgraduate Degree,MA,French,,5,5,5,5,20,5,advanced,11,0.92,10,10,0,7,4,1,8,7,0,0.53,0.15,0.446808511,0.085106383
5003019,Yes,Yes,Yes,Yes,Yes,Yes,No,0.57,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x688,1,32,m,Algerian,Algeria ,no,secondary,Arabic,Algerian,,13,7,no,none,none,,French,,4,5,5,3,17,4.25,advanced,11,0.92,12,16,1,9,13,1,9,13,1,0.4,0.12,0.56,0.173333333
5010884,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.62,earphones,mobile,Samsung SM-A207F,Android,Samsung Browser,813x340,1,37,f,Egyptian,Egypt,no,masters,Arabic,Egyptian,,4,21,no,none,TOEFL,,French,,5,4,4,4,17,4.25,advanced,10,0.83,4,8,0,4,12,0,3,11,0,0.26,0.09,0.738095238,0.285714286
5012893,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.88,no_headphones,mobile,Samsung SM-M205F,Android,Chrome,812x332,1,29,f,Algerian,Algeria ,no,doctorate,Arabic,Algerian,,11,18,no,none,Postgraduate Degree,MA,French,,3,5,5,3,16,4,advanced,10,0.83,12,13,12,12,1,12,8,12,12,0.34,0.13,0.276595745,0.010638298
5003023,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1280x632,1,28,f,Algerian,Algeria ,no,masters,Arabic,Algerian,,11,17,no,none,Postgraduate Degree,MA,French,,3,4,3,4,14,3.5,advanced,12,1,9,13,1,8,9,1,7,13,1,0.39,0.13,0.564516129,0.14516129
5010779,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.16,no_headphones,mobile,Xiaomi Redmi Note 9 Pro,Android,Chrome,789x300,1,32,m,Egyptian,Egypt,no,bachelors,Arabic,Egyptian,,8,14,no,none,Undergraduate Degree,BA,none,,3,3,2,2,10,2.5,intermediate,6,0.5,1,14,0,0,3,0,0,12,0,0.03,0,0.966666667,0.1
5003015,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.08,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x793,1,30,f,Algerian,UK,yes,doctorate,Arabic,Algerian,,12,15,yes,> 5 years,Postgraduate Degree,MA,French,,5,5,4,4,18,4.5,advanced,12,1,9,14,8,11,4,4,7,3,2,0.44,0.18,0.338709677,0.064516129
4990048,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.1,earphones,mobile,Apple iPhone,iOS,Mobile Safari,724x292,1,14,f,Saudi,Saudi Arabia,no,secondary,Arabic,Saudi,,8,6,no,none,Secondary school,,none,,4,4,4,4,16,4,nearnative,12,1,8,7,0,4,2,0,7,6,0,0.56,0.12,0.441176471,0.058823529
5000809,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.76,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1366x657,1,43,f,Egyptian,Egypt,no,masters,Arabic,Egyptian,,12,4,no,none,Postgraduate Degree,MBA,none,,5,5,4,3,17,4.25,advanced,12,1,3,13,0,3,11,0,3,10,0,0.21,0.07,0.790697674,0.255813953
5000812,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,mobile,Realme RMX1851,Android,Chrome,736x272,1,30,f,Egyptian,Egypt,no,masters,Arabic,Egyptian,Just Arabic,9,9,no,none,none,,Korean,,1,3,3,1,8,2,intermediate,7,0.58,5,14,7,4,19,5,2,16,1,0.15,0.05,0.671232877,0.260273973
5000814,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.51,no_headphones,mobile,Xiaomi Redmi Note 8,Android,MIUI Browser,775x250,1,36,f,Egyptian,Egypt,no,bachelors,Arabic,Egyptian,Slang,9,13,no,none,Undergraduate Degree,BA,none,,4,4,4,3,15,3.75,advanced,12,1,4,12,0,1,6,0,1,12,0,0.17,0.03,0.833333333,0.166666667
5000759,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.14,no_headphones,mobile,Huawei ART-L29,Android,Chrome,706x270,1,43,f,Egyptian,Egypt,no,bachelors,Arabic,Egyptian,Public Egyptian,4,2,no,none,CEFR,A2,none,,4,4,2,4,14,3.5,intermediate,8,0.67,3,20,3,4,14,1,4,13,1,0.17,0.06,0.746031746,0.222222222
5000407,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.79,earphones,mobile,OPPO CPH2113,Android,Chrome,721x267,1,29,f,Egyptian,Egypt,no,masters,Arabic,Egyptian,,10,19,no,none,Postgraduate Degree,Pre-master course,none,,4,5,5,4,18,4.5,advanced,12,1,6,16,1,10,18,0,4,12,0,0.3,0.15,0.686567164,0.268656716
4988182,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.56,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,808x331,1,36,f,Saudi,Saudi Arabia,no,masters,Arabic,Saudi,Najdi,12,15,yes,> 1 year,none,,none,,5,5,2,4,16,4,advanced,11,0.92,7,14,0,9,5,0,7,9,0,0.45,0.17,0.549019608,0.098039216
4988179,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.23,no_headphones,tablet,Apple iPad,iOS,Chrome,1194x715,0,36,f,Saudi,Saudi Arabia,no,bachelors,Arabic,Saudi,,12,6,no,none,Undergraduate Degree,BA,none,,3,4,3,2,12,3,intermediate,7,0.58,3,9,0,0,2,0,1,5,0,0.2,0,0.8,0.1
4986648,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.14,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,724x292,1,34,f,Saudi,Saudi Arabia,no,masters,Arabic,Saudi,,1,21,yes,> 1 year,Postgraduate Degree,MA,none,,5,5,4,4,18,4.5,nearnative,12,1,8,9,0,5,6,0,4,6,0,0.45,0.13,0.552631579,0.157894737
4986649,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,Chrome,724x319,1,34,f,Saudi,Saudi Arabia,no,masters,Arabic,Saudi,Gulf,3,18,yes,> 1 year,Postgraduate Degree,MA,none,,5,5,4,3,17,4.25,advanced,12,1,8,11,1,10,7,0,10,10,0,0.49,0.17,0.49122807,0.122807018
5011969,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.08,earphones,mobile,undefined PGN611,Android,Chrome,640x280,1,27,f,Algerian,Algeria ,no,professional qualification,Arabic,Algerian,,13,,no,none,Postgraduate Degree,MA,French,,2,5,3,4,14,3.5,advanced,9,0.75,3,14,0,7,11,0,1,12,0,0.23,0.15,0.770833333,0.229166667
5370466,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.68,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,724x292,1,30,f,Saudi,Saudi Arabia,no,masters,Arabic,Saudi,Najdi Central,29,0,no,none,none,,none,,2,2,0,0,4,1,beginner,7,0.58,6,14,0,1,9,0,0,12,0,0.17,0.02,0.833333333,0.214285714
5331395,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.04,earphones,mobile,Huawei JNY-LX1,Android,Chrome,736x304,1,35,f,Jordanian,Jordan,no,secondary,Arabic,Jordanian,Slang,26,1,no,none,none,,none,,1,4,5,0,10,2.5,beginner,5,0.42,3,15,0,3,18,0,3,15,0,0.16,0.05,0.842105263,0.315789474
5171949,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,Chrome,750x334,0,21,m,Syrian,Malaysia ,yes,bachelors,Arabic,Syrian,,7,4,no,none,,44810,none,,3,3,3,2,11,2.75,intermediate,9,0.75,3,2,0,5,3,0,4,1,0,0.67,0.27,0.333333333,0.166666667
5044345,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,mobile,undefined MRD-LX1F,Android,Chrome,712x277,1,44,f,Egyptian,Egypt,no,doctorate,Arabic,Egyptian,,10,16,no,none,TOEFL,,French,,2,3,3,3,11,2.75,intermediate,6,0.5,1,11,1,1,9,1,0,13,0,0.05,0.03,0.891891892,0.243243243
5034149,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.17,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,832x342,1,30,f,Saudi,UK,yes,bachelors,Arabic,Saudi,Najdi,10,13,yes,> 1 year,Undergraduate Degree,BA,none,,3,4,2,4,13,3.25,advanced,11,0.92,4,9,0,2,1,0,4,3,0,0.43,0.09,0.565217391,0.043478261
4982859,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.62,no_headphones,mobile,Samsung SM-G965F,Android,Chrome,798x332,0,26,m,Syrian,UK,yes,primary,Arabic,Syrian,,23,3,yes,> 1 year,ESOL,Entry 2,Turkish,,1,2,2,1,6,1.5,beginner,6,0.5,5,10,1,6,9,1,5,10,2,0.33,0.12,0.591836735,0.183673469
4986647,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.17,earphones,mobile,Google Pixel 2,Android,Chrome,684x332,1,34,f,Saudi,Saudi Arabia,no,masters,Arabic,Saudi,Najdi,4,22,yes,> 1 year,Postgraduate Degree,MA,none,,4,4,5,4,17,4.25,advanced,11,0.92,5,8,0,5,8,0,2,8,0,0.33,0.14,0.666666667,0.222222222
5304273,Yes,Yes,Yes,Yes,Yes,Yes,No,0.63,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,800x331,1,26,m,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,12,0,0,12,0,0,0.972972973,0.324324324,0,0
5308657,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1920x937,1,54,m,British,UK,no,masters,English,British,Southern,,,no,none,,,French,,0,0,0,0,0,0,none,,,7,0,0,4,0,0,3,0,0,1,0.285714286,0,0
5320764,Yes,Yes,Yes,Yes,Yes,No,No,0.08,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1280x609,1,53,f,British,Germany,yes,masters,English,British,Southern,,,no,< 6 months,,,German,,0,0,0,0,0,0,none,,,10,0,3,5,0,1,12,0,2,0.818181818,0.151515152,0,0
5327303,Yes,Yes,Yes,Yes,Yes,Yes,No,0.19,headphones,computer,Desktop or Laptop,Windows,Firefox,2560x1315,1,32,m,British,UK,no,masters,English,British,Fenland/Cambridgeshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,2,8,0,0,4,0,0,0.923076923,0.307692308,0,0
5330132,Yes,Yes,Yes,Yes,Yes,Yes,No,0.62,earphones,mobile,Samsung SM-G991B,Android,Chrome,726x278,1,33,f,British,UK,no,bachelors,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,7,0,0,1,0.296296296,0,0
5331995,Yes,Yes,Yes,Yes,Yes,Yes,No,0.02,earphones,computer,Desktop or Laptop,Mac OS,Safari,1440x710,1,29,f,British,UK,no,doctorate,English,British,Southern,,,yes,> 6 months,,,none,,1,2,1,1,5,1.25,beginner,,,10,0,0,10,0,0,12,0,0,1,0.3125,0,0
5332522,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.04,earphones,mobile,Apple iPhone,iOS,Mobile Safari,712x325,1,28,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,0,9,0,0,12,0,0,1,0.272727273,0,0
5333573,Yes,Yes,Yes,Yes,Yes,Yes,No,0.41,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1247x573,1,81,f,American,USA,no,doctorate,English,American,,,,no,none,,,German,,0,0,0,0,0,0,none,,,4,0,1,3,0,0,4,0,0,0.916666667,0.25,0,0
5333575,Yes,Yes,Yes,Yes,Yes,Yes,No,0.61,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1280x649,1,45,f,American,UK,yes,masters,English,American,,,,no,none,,,none,,0,0,0,0,0,0,none,,,9,0,0,7,0,0,4,0,0,1,0.35,0,0
5332693,Yes,Yes,Yes,Yes,Yes,Yes,No,0.22,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1200x591,1,25,f,British,UK,no,masters,English,British,Southern,,,yes,> 1 year,,,none,,0,0,0,1,1,0.25,none,,,7,0,0,5,0,0,6,0,0,1,0.277777778,0,0
5336201,Yes,Yes,Yes,Yes,Yes,Yes,No,0.05,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1280x698,1,32,f,British,UK,no,masters,English,British,Southern,,,yes,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,12,0,0,12,0,0,0.972972973,0.324324324,0,0
5308502,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Apple iPhone,iOS,Chrome,667x319,1,25,m,British,UK,no,masters,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,12,0,0,12,0,0,0.972972973,0.324324324,0,0
5312160,Yes,Yes,Yes,Yes,Yes,Yes,No,0.09,headphones,computer,Desktop or Laptop,Mac OS,Firefox,1280x715,1,45,f,Polish,UK,yes,masters,English,British,,,,no,none,,,Polish,,0,0,0,0,0,0,none,,,4,0,0,2,0,2,8,0,1,0.823529412,0.117647059,0,0
5308960,Yes,Yes,Yes,Yes,Yes,Yes,No,0.53,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1160x658,1,26,m,British,UK,no,masters,English,British,Southern,,,no,none,,,Polish,,0,0,0,0,0,0,none,,,11,0,0,9,0,0,4,0,0,1,0.375,0,0
5341834,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Sony XQ-AD51,Android,Chrome,820x300,1,73,f,British,UK,no,masters,English,British,,,,no,none,,,Welsh,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,2,0.947368421,0.315789474,0,0
5341870,Yes,Yes,Yes,Yes,Yes,Yes,No,0.11,earphones,computer,Desktop or Laptop,Windows,Chrome,1366x665,1,43,m,Irish,Spain,yes,bachelors,English,Irish,,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,12,0,1,10,0,1,12,0,1,0.918918919,0.27027027,0,0
5340413,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1540x726,1,33,f,British,UK,no,masters,English,British,,,,yes,> 1 year,,,French,,0,0,0,0,0,0,none,,,12,0,9,3,0,0,12,0,1,0.72972973,0.081081081,0,0
5337460,Yes,Yes,Yes,Yes,Yes,Yes,No,0.74,headphones,computer,Desktop or Laptop,Windows,Chrome,1920x937,1,31,f,British,Spain,yes,masters,English,British,Southern,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,5,0,6,2,0,4,3,0,4,0.416666667,0.083333333,0,0
5340331,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Edge,1280x609,1,69,f,British,Ireland,yes,masters,English,British,Southern,,,no,none,,,Swedish,,0,0,0,0,0,0,none,,,12,0,1,7,0,1,3,0,0,0.916666667,0.291666667,0,0
5341831,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,724x292,1,70,f,American,USA,no,masters,English,American,,,,no,none,,,German,,0,0,0,0,0,0,none,,,6,0,0,7,0,1,7,0,0,0.952380952,0.333333333,0,0
5341833,Yes,Yes,Yes,Yes,Yes,Yes,No,0.11,headphones,computer,Desktop or Laptop,Windows,Edge,1664x999,1,42,m,British,The Netherlands,yes,masters,English,British,Southern,,,yes,> 6 months,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,1,12,0,0,0.972972973,0.324324324,0,0
5315514,Yes,Yes,Yes,Yes,Yes,Yes,No,0.79,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1536x722,1,63,f,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,10,0,0,10,0,0,1,0.3125,0,0
5338550,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.13,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,667x314,1,26,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,8,0,0,3,0,0,4,0,0,1,0.2,0,0
5322227,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.16,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1657x871,1,37,f,American,UK,no,masters,English,American,,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,4,0,0,1,0.333333333,0,0
5339584,Yes,Yes,Yes,Yes,Yes,Yes,No,0.07,no_headphones,mobile,undefined M2004J19C,Android,Chrome,776x310,1,28,f,British,France,yes,masters,English,British,Northern Irish,,,yes,> 1 year,,,French,,1,0,0,1,2,0.5,beginner,,,12,0,12,6,0,12,6,0,12,0.4,0.1,0,0
5330133,Yes,Yes,Yes,Yes,Yes,Yes,No,0.08,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1516x738,1,67,f,British,UK,no,doctorate,English,British,Yorkshire,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,1,3,0,1,10,0,0,0.925925926,0.111111111,0,0
