ID,understood consent,voluntary consent,publication consent,data storage consent,mainconsent-1,vision/hearing,cognitive/dyslexia,prop_distraction,headphones,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Viewport Size,same_day,age,gender,nationality,location,abroad,education,L1,dialect,dialect_additions,age of onset,length of study,abroad_stay,length of stay,English qualification,English qual_additions,L3,L3_additions,listeningprofscore,readingprofscore,writingprofscore,speakingprofscore,sum_prof,mean_prof,level,prof_test_score,mean_test,Englishhours_listen,Arabichours_listen,Otherhours_listen,Englishhours_read,Arabichours_read,Otherhours_read,Englishhours_interact,Arabichours_interact,Otherhours_interact,prop_English_hours,prop_English_lit_hours,prop_Arabic_hours,prop_arabic_lit_hours
5312301,Yes,Yes,Yes,Yes,Yes,Yes,No,0.47,headphones,computer,Desktop or Laptop,Windows,Chrome,1280x577,1,30,f,British,UK,no,masters,English,British,Southern,,,no,none,,,,,0,0,0,0,0,0,none,,,7,0,0,9,0,0,7,0,0,1,0.391304348,0,0
5344305,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,mobile,Huawei ANE-LX1,Android,Chrome,687x274,1,31,f,British,France,yes,bachelors,English,British,Northern/Lancashire,,,no,none,,,French,,0,0,0,0,0,0,none,,,9,0,3,3,0,2,8,0,3,0.714285714,0.107142857,0,0
5356537,Yes,Yes,Yes,Yes,Yes,Yes,No,0.17,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,800x331,1,25,f,British,UK,no,masters,English,British,Southern,,,no,none,,,,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5354235,Yes,Yes,Yes,Yes,Yes,Yes,No,0.69,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,607x259,1,53,f,British,UK,no,bachelors,English,British,Surrey/Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,11,0,0,1,0.258064516,0,0
5343885,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Firefox,1680x936,1,39,f,British,Australia,yes,professional qualification,English,British,Midlands,,,no,none,,,none,,0,0,0,0,0,0,none,,,5,0,1,6,0,0,2,0,0,0.928571429,0.428571429,0,0
5359677,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1366x625,1,34,m,British,UK,no,doctorate,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,7,0,0,4,0,0,3,0,0,1,0.285714286,0,0
5353999,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,tablet,Apple iPad,iOS,Mobile Safari,1024x704,1,72,f,British,UK,no,secondary,English,British,Southern,,,no,none,,,French,"German, Spanish, Hungarian, Serbian",0,0,0,0,0,0,none,,,12,0,0,6,0,0,12,0,0,1,0.2,0,0
5357670,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.06,headphones,computer,Desktop or Laptop,Mac OS,Firefox,1290x556,1,64,f,American,Portugal,yes,bachelors,English,American,,,,yes,> 6 months,,,Portuguese,,0,0,0,0,0,0,none,,,5,0,2,3,0,2,3,0,3,0.611111111,0.166666667,0,0
5366866,Yes,Yes,Yes,Yes,Yes,Yes,No,0.69,no_headphones,mobile,Apple iPhone,iOS,WebKit,667x375,1,63,f,British,UK,no,bachelors,English,British,London,,,no,none,,,French,,0,0,0,0,0,0,none,,,4,0,2,1,0,0,5,0,0,0.833333333,0.083333333,0,0
5339906,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,earphones,mobile,Samsung SM-G973U,Android,Chrome,675x280,1,41,f,American,USA,no,bachelors,English,American,,,,no,none,,,none,,0,0,0,0,0,0,none,,,8,0,0,6,0,0,8,0,0,1,0.272727273,0,0
5338600,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,750x307,1,23,m,British,UK,no,bachelors,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,7,0,0,9,0,0,1,0.25,0,0
5356536,Yes,Yes,Yes,Yes,Yes,Yes,No,0.68,no_headphones,mobile,undefined KB2003,Android,Chrome,769x299,1,29,f,British,UK,no,bachelors,English,British,,,,no,none,,,French,,0,0,0,0,0,0,none,,,6,0,3,6,0,1,8,0,1,0.8,0.24,0,0
5328002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1133x721,1,27,f,British,UK,no,masters,English,British,Yorkshire,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,11,0,1,12,0,0,11,0,1,0.944444444,0.333333333,0,0
5353998,Yes,Yes,Yes,Yes,Yes,Yes,No,0.02,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,667x322,1,37,f,British,UK,no,bachelors,English,British,London,,,no,none,,,none,,0,0,0,0,0,0,none,,,3,0,0,4,0,0,5,0,0,1,0.333333333,0,0
5366758,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x693,1,31,f,British,Pakistan,yes,masters,English,British,Southern,,,no,none,,,German,,0,0,0,0,0,0,none,,,8,0,0,6,0,0,8,0,0,1,0.272727273,0,0
5380819,Yes,Yes,Yes,Yes,Yes,Yes,No,0.71,no_headphones,mobile,OnePlus A5010,Android,Chrome,775x284,1,58,f,British,UK,no,professional qualification,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,6,0,0,8,0,0,1,0.230769231,0,0
5374409,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,724x289,1,60,f,British,Germany,yes,bachelors,English,British,Southern,,,yes,none,,,German,,0,0,0,0,0,0,none,,,6,0,5,3,0,1,2,0,3,0.55,0.15,0,0
5384032,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,800x302,1,55,f,British,UK,no,secondary,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,10,0,0,4,0,0,5,0,0,1,0.210526316,0,0
5384030,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Huawei PCT-L29,Android,Chrome,697x270,1,37,m,British,UK,no,bachelors,English,British,Yorkshire,,,no,none,,,Chinese,Mandarin,0,0,0,0,0,0,none,,,8,0,1,8,0,2,8,0,1,0.857142857,0.285714286,0,0
5409941,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,headphones,computer,Desktop or Laptop,Mac OS,Safari,1293x795,1,44,m,Canadian,Canada,no,doctorate,English,Canadian,,,,no,none,,,French,(very rarely and not well),0,0,0,0,0,0,,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5384657,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.12,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,750x307,1,53,f,British,UK,no,professional qualification,English,British,Queens/southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,4,0,0,7,0,0,4,0,0,1,0.466666667,0,0
5417849,Yes,Yes,Yes,Yes,Yes,Yes,No,0.03,earphones,computer,Desktop or Laptop,Mac OS,Safari,1440x820,1,29,f,British,UK,no,bachelors,English,British,Yorkshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,3,0,0,6,0,0,0.954545455,0.136363636,0,0
5418540,Yes,Yes,Yes,Yes,Yes,Yes,No,0,headphones,computer,Desktop or Laptop,Windows,Chrome,1920x969,1,29,m,British,UK,no,bachelors,English,British,Yorkshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,10,0,0,3,0,0,4,0,0,1,0.176470588,0,0
5305661,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1280x610,1,27,m,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,12,0,0,1,0.25,0,0
5434242,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,headphones,computer,Desktop or Laptop,Windows,Chrome,1536x722,1,24,m,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,French,,1,0,0,0,1,0.25,none,,,10,0,1,4,0,1,8,0,1,0.88,0.16,0,0
5335169,Yes,Yes,Yes,Yes,Yes,Yes,No,0.08,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1239x887,1,30,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,French,Occasional holiday,0,0,0,0,0,0,none,,,6,0,0,2,0,0,6,0,0,1,0.142857143,0,0
5440728,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.56,headphones,computer,Desktop or Laptop,Windows,Firefox,1920x967,1,32,f,British,UK,no,masters,English,British,Southern,,,no,none,,,Portuguese,,0,0,0,0,0,0,none,,,12,0,1,6,0,0,12,0,1,0.9375,0.1875,0,0
5476814,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Edge,1266x592,1,30,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,German,,0,1,0,0,1,0.25,none,,,12,0,2,7,0,3,0,0,1,0.76,0.28,0,0
5510526,Yes,Yes,Yes,Yes,Yes,Yes,No,0.05,earphones,computer,Desktop or Laptop,Windows,Chrome,1366x657,1,34,f,British,UK,no,masters,English,British,Welsh,,,no,none,,,Spanish,Italian,0,0,0,0,0,0,beginner,,,9,0,0,2,0,0,10,0,0,1,0.095238095,0,0
5502013,Yes,Yes,Yes,Yes,Yes,Yes,No,0.57,headphones,tablet,Apple iPad,iOS,Chrome,1024x653,1,57,f,British,UK,no,professional qualification,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5499420,Yes,Yes,Yes,Yes,Yes,Yes,No,0.16,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1280x577,1,27,f,British,UK,no,doctorate,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,5,0,0,3,0,0,3,0,0,1,0.272727273,0,0
5557001,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x609,1,27,m,British,UK,no,masters,English,British,Midlands,,,no,none,,,French,,0,0,0,0,0,0,none,,,8,0,6,3,0,2,3,0,3,0.56,0.12,0,0
5323642,Yes,Yes,Yes,Yes,Yes,Yes,No,0,headphones,computer,Desktop or Laptop,Mac OS,Safari,1654x940,1,32,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,French,I know some basic,0,0,0,0,0,0,none,,,12,0,1,12,0,1,12,0,0,0.947368421,0.315789474,0,0
5499381,Yes,Yes,Yes,Yes,Yes,Yes,No,0.05,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1422x641,1,58,f,British,UK,no,secondary,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,10,0,0,1,0.266666667,0,0
5586643,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Safari,1024x665,1,38,f,British,UK,no,bachelors,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,10,0,0,10,0,0,10,0,0,1,0.333333333,0,0
5586843,Yes,Yes,Yes,Yes,Yes,Yes,No,0.03,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1418x730,1,31,f,British,UK,no,masters,English,British,RP,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,4,12,0,2,12,0,1,0.837209302,0.279069767,0,0
5587514,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Samsung SM-F711B,Android,Chrome,801x280,1,43,f,British,UK,no,secondary,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5588274,Yes,Yes,Yes,Yes,Yes,Yes,No,0.1,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,667x325,1,31,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,3,0,0,6,0,0,1,0.142857143,0,0
5595978,Yes,Yes,Yes,Yes,Yes,Yes,No,0.02,no_headphones,computer,Desktop or Laptop,Windows,Firefox,1920x899,1,64,f,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,French,,0,0,0,0,0,0,none,,,6,0,0,1,0,0,4,0,0,1,0.090909091,0,0
5503474,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.16,headphones,computer,Desktop or Laptop,Windows,Chrome,1536x722,1,25,m,British,UK,no,masters,English,British,Yorkshire,,,no,none,,,German,,0,0,0,0,0,0,none,,,8,0,1,4,0,0,4,0,0,0.941176471,0.235294118,0,0
5521508,Yes,Yes,Yes,Yes,Yes,Yes,No,0.14,headphones,computer,Desktop or Laptop,Windows,Chrome,1280x577,1,31,f,British,France,yes,doctorate,English,British,Yorkshire,,,no,none,,,French,,0,0,0,0,0,0,none,,,3,0,6,2,0,1,2,0,3,0.411764706,0.117647059,0,0
5592006,Yes,Yes,Yes,Yes,Yes,Yes,No,0.08,no_headphones,mobile,Samsung SM-G715FN,Android,Samsung Browser,802x340,1,28,f,British,UK,no,masters,English,British,Southern,,,no,none,,,French,,0,0,0,0,0,0,none,,,9,0,1,7,0,1,5,0,0,0.913043478,0.304347826,0,0
5602966,Yes,Yes,Yes,Yes,Yes,Yes,No,0.03,headphones,computer,Desktop or Laptop,Windows,Chrome,1280x520,1,30,f,British,UK,no,masters,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,8,0,0,12,0,0,1,0.25,0,0
5584809,Yes,Yes,Yes,Yes,Yes,Yes,No,0.06,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1385x676,1,24,m,Dutch,UAE,yes,bachelors,English,British,International School,,,yes,> 5 years,,,Spanish,Dutch,3,2,2,4,11,2.75,none,,,12,1,2,12,1,1,8,0,3,0.8,0.3,0.05,0.025
5627982,Yes,Yes,Yes,Yes,Yes,Yes,No,0.76,no_headphones,mobile,Google Pixel 3a,Android,Chrome,760x309,1,31,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,intermediate,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5627983,Yes,Yes,Yes,Yes,Yes,Yes,No,0.61,no_headphones,mobile,undefined IN2013,Android,Chrome,769x299,1,31,m,British,UK,no,masters,English,British,,,,no,none,,,none,,0,0,0,0,0,0,none,,,9,0,0,9,0,0,12,0,0,1,0.3,0,0
5620967,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Mac OS,Firefox,1498x818,1,38,m,British,UK,no,masters,English,British,Northern,,,yes,> 1 year,,,German,,1,0,0,1,2,0.5,none,,,2,0,1,1,0,1,2,0,1,0.625,0.125,0,0
5637584,Yes,Yes,Yes,Yes,Yes,Yes,No,0.75,no_headphones,mobile,Samsung SM-A515F,Android,Samsung Browser,833x340,1,32,f,British,UK,no,professional qualification,English,British,southern,,,no,none,,,none,,0,0,0,0,0,0,beginner,,,11,0,0,12,0,0,12,0,0,1,0.342857143,0,0
5629029,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Windows,Edge,1280x609,1,60,f,British,UK,no,bachelors,English,British,southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,6,0,0,4,0,0,1,0,0,1,0.363636364,0,0
5615580,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1242x682,1,46,f,British,UK,no,doctorate,English,British,"mixed - east anglian, cumbrian, west yorkshire",,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5655323,Yes,Yes,Yes,Yes,Yes,Yes,No,0.09,no_headphones,mobile,Huawei SNE-LX1,Android,Chrome,710x274,1,40,f,British,Spain,yes,masters,English,British,,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,7,0,2,3,0,1,6,0,2,0.761904762,0.142857143,0,0
5621683,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x789,1,19,f,American,UK,yes,secondary,English,American,,,,no,none,,,Italian,,0,0,0,0,0,0,none,,,12,0,1,8,0,1,9,0,1,0.90625,0.25,0,0
5312548,Yes,Yes,Yes,Yes,Yes,Yes,No,0.33,earphones,computer,Desktop or Laptop,Windows,Chrome,1366x657,1,30,m,British,UK,no,masters,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5659326,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1024x665,1,36,f,British,Spain,yes,masters,English,British,midlands,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,8,0,4,4,0,2,10,0,3,0.709677419,0.129032258,0,0
5663887,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.1,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1589x971,1,44,m,American,Australia,yes,doctorate,English,American,some Australian influence,,,no,none,,,none,,0,0,0,0,0,0,none,,,9,0,0,7,0,0,6,0,0,1,0.318181818,0,0
5666899,Yes,Yes,Yes,Yes,Yes,Yes,No,0.05,headphones,computer,Desktop or Laptop,Mac OS,Chrome,1512x866,1,29,f,British,UK,no,masters,English,British,Yorkshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5671003,Yes,Yes,Yes,Yes,Yes,Yes,No,0.6,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x793,1,27,f,American,USA,no,masters,English,American,,,,no,none,,,none,,0,0,0,0,0,0,none,,,5,0,0,10,0,0,5,0,0,1,0.5,0,0
5674520,Yes,Yes,Yes,Yes,Yes,Yes,No,0.01,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1368x769,1,69,m,British,UK,no,doctorate,English,British,southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,6,0,0,4,0,0,3,0,0,1,0.307692308,0,0
5499421,Yes,Yes,Yes,Yes,Yes,Yes,No,0.08,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x609,1,27,m,British,UK,no,masters,English,British,RP,,,no,none,,,none,,0,0,0,0,0,0,none,,,1,0,0,10,0,0,8,0,0,1,0.526315789,0,0
5676563,Yes,Yes,Yes,Yes,Yes,Yes,No,0.95,earphones,computer,Desktop or Laptop,Mac OS,Safari,1440x837,1,19,f,British,UK,no,professional qualification,English,British,North/Lancashire,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,1,12,0,0,12,0,0,0.972972973,0.324324324,0,0
5676564,Yes,Yes,Yes,Yes,Yes,Yes,No,0.1,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,832x345,1,26,f,British,UK,no,masters,English,British,London,,,no,none,,,Twi,My parents speak Akan (Twi) to me but I cannot speak it,0,0,0,0,0,0,none,,,12,0,1,11,0,0,12,0,0,0.972222222,0.305555556,0,0
5664502,Yes,Yes,Yes,Yes,Yes,Yes,No,0.27,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x577,1,39,f,American,USA,no,doctorate,English,American,Northern Cities North American English,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,5,0,1,2,0,0,7,0,0,0.933333333,0.133333333,0,0
5674519,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1180x713,1,33,f,British,UK,no,professional qualification,English,British,southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,5,0,0,5,0,0,5,0,0,1,0.333333333,0,0
5663873,Yes,Yes,Yes,Yes,Yes,Yes,No,0.19,no_headphones,mobile,Apple iPhone,iOS,Mobile Safari,667x325,1,66,f,British,France,yes,professional qualification,English,British,Scottish,,,no,none,,,French,"Spanish, Italian",0,0,0,0,0,0,none,,,12,0,2,4,0,1,9,0,1,0.862068966,0.137931034,0,0
5691858,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.49,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1779x930,1,31,m,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,French,(Occasionally),0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5692100,Yes,Yes,Yes,Yes,Yes,Yes,No,0.26,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1366x571,1,57,f,British,UK,no,masters,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,7,0,0,7,0,0,5,0,0,1,0.368421053,0,0
5642980,Yes,Yes,Yes,Yes,Yes,Yes,No,0,headphones,computer,Desktop or Laptop,Windows,Chrome,1280x609,1,28,f,British,UK,no,doctorate,English,British,Southern,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,6,0,1,3,0,0,4,0,0,0.928571429,0.214285714,0,0
5696781,Yes,Yes,Yes,Yes,Yes,Yes,No,0.4,earphones,computer,Desktop or Laptop,Mac OS,Firefox,2153x1141,1,46,m,British,UK,no,bachelors,English,British,Essex,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,0,2,0,0,9,0,0,1,0.086956522,0,0
5672324,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x711,1,26,m,British,UK,no,masters,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,5,0,0,1,0.413793103,0,0
5649032,Yes,Yes,Yes,Yes,Yes,Yes,No,0.15,earphones,computer,Desktop or Laptop,Mac OS,Chrome,1280x698,1,32,m,British,UK,no,doctorate,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,12,0,0,10,0,0,1,0.352941176,0,0
5704997,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.07,earphones,computer,Desktop or Laptop,Windows,Edge,1368x801,1,18,f,British,UK,no,secondary,English,British,Yorkshire,,,no,none,,,none,,0,0,0,0,0,0,none,,,11,0,0,7,0,0,10,0,0,1,0.25,0,0
5667662,Yes,Yes,Yes,Yes,Yes,Yes,No,0.08,no_headphones,computer,Desktop or Laptop,Windows,Chrome,1504x884,1,30,m,British,UK,no,masters,English,British,RP,,,no,none,,,Russian,,0,0,0,0,0,0,none,,,12,0,1,8,0,0,12,0,1,0.941176471,0.235294118,0,0
5706490,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,mobile,Samsung SM-G973F,Android,Chrome,778x313,1,30,m,British,UK,no,masters,English,British,southern,,,no,none,,,Japanese,,0,0,0,0,0,0,none,,,12,0,2,8,0,1,12,0,0,0.914285714,0.228571429,0,0
5374964,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1440x789,1,32,f,British,UK,no,bachelors,English,British,london,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,9,0,0,12,0,0,1,0.272727273,0,0
5732647,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Safari,1080x707,1,65,f,British,UK,no,professional qualification,English,British,Northern,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,12,0,0,4,0,0,12,0,0,1,0.142857143,0,0
5690497,Yes,Yes,Yes,Yes,Yes,Yes,No,0,headphones,computer,Desktop or Laptop,Windows,Chrome,1920x937,1,38,f,Australian,France,yes,doctorate,English,Australian,,,,no,none,,,Spanish,French,0,0,0,0,0,0,none,,,7,0,1,4,0,1,5,0,1,0.842105263,0.210526316,0,0
5750023,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x552,1,33,m,British,Austria,yes,doctorate,English,British,Southern,,,yes,< 6 months,,,German,,0,0,0,0,0,0,none,,,8,0,7,3,0,1,8,0,6,0.575757576,0.090909091,0,0
5755299,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,800x331,1,22,m,American,USA,no,bachelors,English,American,,,,no,none,,,Spanish,,0,0,0,0,0,0,none,,,8,0,3,2,0,1,8,0,1,0.782608696,0.086956522,0,0
5755297,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,earphones,computer,Desktop or Laptop,Windows,Chrome,1280x578,1,19,f,Malaysian,UK,yes,professional qualification,English,American,Mix of US and Southern British,,,no,none,,,Malay,Bahasa Malaysia,0,0,0,0,0,0,none,,,12,0,1,12,0,0,12,0,1,0.947368421,0.315789474,0,0
5756085,Yes,Yes,Yes,Yes,Yes,Yes,No,0.07,headphones,computer,Desktop or Laptop,Windows,Chrome,1536x722,1,56,m,American,USA,no,masters,English,American,,,,no,none,,,German,,0,0,0,0,0,0,none,,,10,0,5,9,0,3,5,0,1,0.727272727,0.272727273,0,0
5759735,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Samsung SM-A505FN,Android,Chrome,705x280,1,52,f,British,UK,no,bachelors,English,British,,,,no,none,,,,,0,0,0,0,0,0,none,,,8,0,0,6,0,0,8,0,0,1,0.272727273,0,0
5756084,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Firefox,1280x680,1,50,m,American,USA,no,masters,English,American,,,,no,none,,,German,,0,0,0,0,0,0,none,,,6,0,0,6,0,0,10,0,0,1,0.272727273,0,0
5755298,Yes,Yes,Yes,Yes,Yes,Yes,No,0.05,headphones,computer,Desktop or Laptop,Windows,Chrome,1366x657,1,21,n,American,USA,no,secondary,English,American,,,,no,none,,,French,,0,0,0,0,0,0,none,,,12,0,3,10,0,2,8,0,3,0.789473684,0.263157895,0,0
5706492,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,mobile,Apple iPhone,iOS,Mobile Safari,736x414,1,67,f,British,UK,no,professional qualification,English,British,Southern,,,no,none,,,German,French,0,0,0,0,0,0,none,,,12,0,0,12,0,0,12,0,0,1,0.333333333,0,0
5765136,Yes,Yes,Yes,Yes,Yes,Yes,No,0,earphones,computer,Desktop or Laptop,Mac OS,Safari,1008x689,1,20,m,Swiss,UK,yes,secondary,English,British,Southern,,,no,none,,,German,,0,0,0,0,0,0,none,,,8,0,2,2,0,1,4,0,1,0.777777778,0.111111111,0,0
5659195,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,mobile,Samsung SM-A217F,Android,Samsung Browser,828x364,1,31,f,British,UK,no,bachelors,English,British,southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,3,0,0,12,0,0,1,0.111111111,0,0
5759398,Yes,Yes,Yes,Yes,Yes,Yes,No,0.02,no_headphones,computer,Desktop or Laptop,Windows,Edge,1368x801,1,34,f,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,12,0,0,4,0,0,4,0,0,1,0.2,0,0
5692078,Yes,Yes,Yes,Yes,Yes,Yes,No,0.11,no_headphones,computer,Desktop or Laptop,Mac OS,Safari,1440x751,1,59,m,British,UK,no,bachelors,English,British,Southern,,,no,none,,,none,,0,0,0,0,0,0,none,,,9,0,0,5,0,0,7,0,0,1,0.238095238,0,0
5719579,Yes,Yes,Yes,Yes,Yes,Yes,No,0,no_headphones,computer,Desktop or Laptop,Mac OS,Chrome,1170x676,1,20,f,American,UK,yes,bachelors,English,American,,,,no,none,,,Spanish,Japanese,0,0,0,0,0,0,none,,,12,0,0,12,0,1,12,0,0,0.972972973,0.324324324,0,0
